Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
71,20,1,95,13651,1,0.83527,2,1,1,1,1,1,1,1,1,1,7,6,1973,1973,1,1,5,5,2,1115,1,2,2,2,1,3,3,1880,1,0,343,2223,1,1,1,1,2223,0,0,2223,1,0,2,0,3,1,1,8,1,2,1,1,1973,3,2,516,1,1,1,300,0,0,0,0,0,0.74114,1.7669,0.75467,0,2,2007,1,1,244000
72,20,1,69,7599,1,1.0205,1,1,1,2,1,13,1,1,1,1,4,6,1982,2006,1,1,2,5,1,0,1,1,2,1,1,1,3,565,1,0,280,845,1,2,1,1,845,0,0,845,1,0,1,0,2,1,1,4,1,0,0.71446,2,1987,1,2,360,1,1,1,0,0,0,0,0,0,1.1468,1.6606,0.92728,0,6,2007,1,1,129500
73,60,1,74,10141,1,0.94457,2,1,1,2,1,6,1,1,1,2,7,5,1998,1998,1,1,1,1,2,40,1,1,1,2,1,1,1,0,1,0,832,832,1,3,1,1,885,833,0,1718,0,0,2,1,3,1,1,7,1,1,2,1,1998,3,2,427,1,1,1,0,94,0,0,291,0,1.4131,1.4539,1.1909,0,12,2009,1,1,185000
74,20,1,85,10200,1,0.77992,1,1,1,1,1,1,1,1,1,1,5,7,1954,2003,1,1,4,4,2,104,1,1,2,1,1,1,3,320,4,362,404,1086,1,3,1,1,1086,0,0,1086,1,0,1,0,3,1,1,6,1,0,-0.01356,1,1989,1,2,490,1,1,1,0,0,0,0,0,0,1.3347,3,0.97502,0,5,2010,1,1,144900
75,50,2,60,5790,1,1.3659,1,1,1,2,1,3,1,1,1,2,3,6,1915,1950,4,1,1,1,1,0,2,2,2,4,1,1,1,0,1,0,840,840,1,3,2,1,840,765,0,1605,0,0,2,0,3,2,1,8,1,0,1.816,2,1915,1,1,379,1,1,1,0,0,202,0,0,0,0.88795,0.040371,1.2518,0,5,2010,1,1,107400
76,180,2,21,1596,1,1.1257,1,1,1,1,1,20,1,1,4,4,4,5,1973,1973,1,1,6,6,1,0,1,1,2,2,1,3,2,462,1,0,0,462,1,2,1,1,526,462,0,988,1,0,1,0,2,1,1,5,1,0,0.014591,3,1973,1,1,297,1,1,1,120,101,0,0,0,0,0.76558,3,1.0893,0,11,2009,1,1,91000
77,20,1,59.981,8475,1,1.0215,2,1,1,1,1,1,1,1,1,1,4,7,1956,1956,1,1,1,1,1,0,1,1,2,1,1,1,3,228,1,0,724,952,1,1,1,2,952,0,0,952,0,0,1,0,2,1,1,4,1,0,-0.17934,2,1956,1,1,283,1,1,1,0,0,0,0,0,0,0.86623,1.2317,0.87594,0,4,2008,1,1,135750
78,50,2,50,8635,1,1.4455,1,1,1,1,1,11,1,1,1,3,5,5,1948,2001,1,1,4,4,1,0,1,1,2,1,1,1,4,336,6,41,295,672,1,2,1,1,1072,213,0,1285,1,0,1,0,2,1,1,6,3,0,-0.12712,2,1948,1,1,240,1,1,1,0,0,0,0,0,0,1.264,1,0.76402,0,1,2008,1,1,127000
79,90,1,72,10778,1,1.222,1,1,1,1,1,8,1,1,3,1,4,5,1968,1968,2,1,2,3,1,0,1,1,2,1,1,1,1,0,1,0,1768,1768,1,2,2,1,1768,0,0,1768,0,0,2,0,4,2,1,8,1,0,0.48647,0.92249,2005,0.38591,0,0,1.0232,1.0595,1,0,0,0,0,0,0,0.88561,0.67346,1.158,0,4,2010,1,1,136500
80,50,2,60,10440,1,1,1,1,1,2,1,3,1,1,1,2,5,6,1910,1981,1,1,4,4,1,0,1,1,1,1,1,1,1,0,1,0,440,440,1,3,1,1,682,548,0,1230,0,0,1,1,2,1,1,5,1,0,0.23859,2,1966,1,2,440,1,1,1,74,0,128,0,0,0,1.2137,1,0.75893,0,5,2009,1,1,110000
81,60,1,100,13000,1,1.0794,1,1,1,2,1,1,1,1,1,2,6,6,1968,1968,1,1,1,1,2,576,1,2,2,2,1,1,5,448,1,0,448,896,1,2,1,1,1182,960,0,2142,0,0,2,1,4,1,2,8,1,1,1,1,1968,3,1,509,1,1,1,0,72,0,0,252,0,1.213,1.8068,1.1614,0,6,2009,1,1,193500
82,120,2,32,4500,1,1.6352,1,1,1,4,1,13,1,1,2,1,6,5,1998,1998,2,1,1,1,2,443,1,2,1,3,2,1,2,1201,1,0,36,1237,1,1,1,1,1337,0,0,1337,1,0,2,0,2,1,1,5,1,0,1.2659,1,1998,3,2,405,1,1,1,0,199,0,0,0,0,0.82697,0.3297,0.91457,0,3,2006,1,1,153500
83,20,1,78,10206,1,1.1508,1,1,1,1,1,5,1,1,1,1,8,5,2007,2007,1,1,1,1,3,468,1,1,1,2,1,1,2,33,1,0,1530,1563,1,1,1,1,1563,0,0,1563,0,0,2,0,3,1,2,6,1,1,1,1,2007,2,3,758,1,1,1,144,99,0,0,0,0,1.0151,0.51059,0.85411,0,10,2008,1,1,245000
84,20,1,80,8892,1,0.61903,2,1,1,1,1,1,1,1,1,1,5,5,1960,1960,1,1,3,2,4,66,1,1,2,1,1,1,1,0,1,0,1065,1065,1,3,1,1,1065,0,0,1065,0,0,1,1,3,1,1,6,1,0,-0.52609,2,1974,1,2,461,1,1,1,74,0,0,0,0,0,1.1841,0.4571,0.93785,0,7,2007,3,1,126500
85,80,1,59.988,8530,1,0.95757,2,1,1,1,1,6,1,1,1,4,7,5,1995,1996,1,1,2,3,2,22,1,1,1,2,1,1,1,0,1,0,384,384,1,3,1,1,804,670,0,1474,0,0,2,1,3,1,1,7,1,1,2,3,1995,3,2,400,1,1,1,120,72,0,0,0,0,1.135,0.69857,1,700,5,2009,1,1,168500
86,60,1,121,16059,1,1.0733,1,1,1,2,1,14,1,1,1,2,8,5,1991,1992,2,1,2,3,2,284,2,1,2,2,1,1,1,0,1,0,1288,1288,1,1,1,1,1301,1116,0,2417,0,0,2,1,4,1,2,9,1,1,2,1,1991,1,2,462,1,1,1,127,82,0,0,0,0,0.98424,1.2048,0.96259,0,4,2006,1,1,260000
87,60,1,122,11911,1,0.89381,3,1,1,1,1,6,1,1,1,2,6,5,2005,2005,1,1,1,1,1,0,2,1,1,2,1,2,1,0,1,0,684,684,1,1,1,1,684,876,0,1560,0,0,2,1,3,1,2,6,1,1,1,3,2005,3,2,400,1,1,1,100,38,0,0,0,0,0.94996,0.65586,0.82606,0,3,2009,1,1,174000
88,160,3,40,3951,1,2,1,1,1,2,1,5,1,1,2,2,6,5,2009,2009,1,1,1,1,3,76,2,1,1,2,1,2,1,0,1,0,612,612,1,1,1,1,612,612,0,1224,0,0,2,1,2,1,2,4,1,0,0.83256,2,2009,2,2,528,1,1,1,0,234,0,0,0,0,0.91402,0.50005,0.88318,0,6,2009,2,2,164500
89,50,5,105,8470,1,1.82,2,1,1,2,1,16,2,2,1,3,3,2,1915,1982,2,1,5,5,1,0,4,3,2,1,3,1,1,0,1,0,1013,1013,1,2,2,1,1013,0,513,1526,0,0,1,0,2,1,4,6,1,0,2.6727,2.4357,2005.1,6.6412,0,0,1.5695,1.798,2,0,0,156,0,0,0,0.88904,1,1.3049,0,10,2009,4,3,85000
90,20,1,60,8070,1,1.0156,1,1,1,1,1,2,1,1,1,1,4,5,1994,1995,1,1,1,1,1,0,1,1,1,2,1,1,2,588,1,0,402,990,1,1,1,1,990,0,0,990,1,0,1,0,3,1,1,5,1,0,1.0511,0.75598,2005,0.25556,0,0,0.84082,0.94823,1,0,0,0,0,0,0,1.0548,0.68903,1.0273,0,8,2007,1,1,123600
91,20,1,60,7200,1,0.98798,1,1,1,1,1,1,1,1,1,1,4,5,1950,1950,1,1,7,4,1,0,1,1,4,1.1688,1.2902,0.48047,1.4723,0,0.84581,0,0,0,1,2,1,2,1040,0,0,1040,0,0,1,0,2,1,1,4,1,0,0.00379,2,1950,1,2,420,1,1,1,0,29,0,0,0,0,0.98723,1.7105,0.82493,0,7,2006,1,1,109900
92,20,1,85,8500,1,0.90901,1,1,1,1,1,1,1,1,1,1,5,3,1961,1961,2,1,2,3,4,203,1,1,2,1,1,1,5,600,1,0,635,1235,1,2,1,1,1235,0,0,1235,0,0,1,0,2,1,1,6,1,0,-1.0443,1,1961,1,2,480,1,1,1,0,0,0,0,0,0,1.0784,3,1.0536,0,12,2006,1,3,98600
93,30,1,80,13360,1,1,2,3,1,1,1,12,1,1,1,1,5,7,1921,2006,1,1,4,4,1,0,1,2,3,2,1,1,3,713,1,0,163,876,1,1,1,1,964,0,0,964,1,0,1,0,2,1,1,5,1,0,-0.82154,2,1921,1,2,432,1,1,1,0,0,44,0,0,0,1.0262,-0.51003,0.76823,0,8,2009,1,1,163500
94,190,5,60,7200,1,2.3002,1,1,1,2,1,3,1,1,5,7,6,6,1910,1998,2,1,3,2,1,0,1,1,3,1,3,4,5,1046,1,0,168,1214,2,1,2,1,1260,1031,0,2291,0,1,2,0,4,2,1,9,1,1,1,2,1900,1,2,506,1,1,1,0,0,0,0,99,0,0.8626,-0.21346,0.92441,0,11,2007,1,1,133900
95,60,1,69,9337,1,1.175,2,1,1,1,1,2,1,1,1,2,6,5,1997,1997,1,1,1,1,1,0,1,2,1,2,1,1,2,648,1,0,176,824,1,1,1,1,905,881,0,1786,1,0,2,1,3,1,2,7,1,0,0.56764,1,1997,2,2,684,1,1,1,0,162,0,0,0,0,0.98824,0.99517,1.0142,0,5,2007,1,1,204750
96,60,1,59.953,9765,1,0.98406,3,1,1,2,1,6,1,1,1,2,6,8,1993,1993,1,1,1,1,2,68,3,2,1,2,2,1,3,310,1,0,370,680,1,3,1,1,680,790,0,1470,0,0,2,1,3,1,1,6,1,1,2,3,1993,3,2,420,1,1,1,232,63,0,0,0,0,0.96079,0.093152,1,480,4,2009,1,1,185000
97,20,1,78,10264,1,1.1775,2,1,1,1,1,2,1,1,1,1,7,5,1999,1999,1,1,1,1,2,183,2,1,1,2,1,2,3,1162,1,0,426,1588,1,1,1,1,1588,0,0,1588,0,0,2,0,3,1,2,6,1,0,0.038712,1,1999,2,2,472,1,1,1,158,29,0,0,0,0,1.0083,0.1167,0.87454,0,8,2006,1,1,214000
98,20,1,73,10921,1,1.1982,1,3,1,1,1,4,1,1,1,1,4,5,1965,1965,2,1,2,3,2,48,1,1,2,1,1,1,5,520,1,0,440,960,1,2,1,3,960,0,0,960,1,0,1,0,3,1,1,6,1,0,-1.3347,1,1965,3,1,432,1,1,3,120,0,0,0,0,0,1.0092,0.45602,1.1418,0,5,2007,1,1,94750
99,30,1,85,10625,1,0.91467,1,1,1,2,1,4,1,1,1,1,5,5,1920,1950,1,1,4,4,1,0,1,1,3,1,1,1,3,108,1,0,350,458,1,4,2,1,835,0,0,835,0,0,1,0,2,1,1,5,1,0,-0.40932,4,1920,1,1,366,2,1,1,0,0,77,0,0,0,1.0771,2.9297,1,400,5,2010,3,3,83000
100,20,1,77,9320,1,0.86745,2,1,1,1,1,1,1,1,1,1,4,5,1959,1959,1,1,5,5,1,0,1,1,2,1,1,1,3,569,1,0,381,950,1,4,1,1,1225,0,0,1225,1,0,1,1,3,1,1,6,1,0,0.57254,1.7179,2005,2.0973,0,0,0.90788,0.87571,1,352,0,0,0,0,0,1.0327,2.1846,1,400,1,2010,1,1,128950
101,20,1,59.97,10603,1,0.8728,2,1,1,1,1,9,1,1,1,1,6,7,1977,2001,1,1,5,5,2,28,1,1,1,1,1,4,3,1200,1,0,410,1610,1,3,1,1,1610,0,0,1610,1,0,2,0,3,1,2,6,1,2,2,1,1977,2,2,480,1,1,1,168,68,0,0,0,0,1.0743,0.71058,0.80382,0,2,2010,1,1,205000
102,60,1,77,9206,1,0.93207,1,1,1,1,1,10,1,1,1,2,6,5,1985,1985,1,1,2,3,2,336,2,1,2,2,1,1,1,0,1,0,741,741,1,2,1,1,977,755,0,1732,0,0,2,1,3,1,2,7,1,1,2,1,1985,3,2,476,1,1,1,192,46,0,0,0,0,1.0506,1.4958,1.0151,0,6,2010,1,1,178000
103,90,1,64,7018,1,1.1959,1,2,1,1,1,10,1,1,3,1,5,5,1979,1979,1,1,2,3,1,0,1,3,4,-0.10704,1.3857,1.2974,0.67434,0,1.1681,0,0,0,1,2,1,1,1535,0,0,1535,0,0,2,0,4,2,1,8,1,0,1.0768,1,1979,1,2,410,1,1,1,0,0,0,0,0,0,0.8851,1.7522,1.0336,0,6,2009,1,5,118964
104,20,1,94,10402,1,1.1801,2,1,1,2,1,2,1,1,1,1,7,5,2009,2009,1,1,1,1,1,0,1,1,1,2,1,1,1,0,1,0,1226,1226,1,1,1,1,1226,0,0,1226,0,0,2,0,3,1,2,6,1,0,0.62541,1,2009,2,3,740,1,1,1,0,36,0,0,0,0,0.97607,0.60168,0.89475,0,5,2010,1,1,198900
105,50,2,59.965,7758,1,1.3514,1,1,1,2,1,16,1,1,1,3,7,4,1931,1950,1,1,9,8,2,600,1,3,1,1,1,1,6,224,1,0,816,1040,1,1,1,3,1226,592,0,1818,0,0,1,1,4,1,1,7,1,2,2,2,1951,1,1,240,1,1,1,0,0,0,0,184,0,1.1647,1.0326,0.93125,0,6,2007,1,1,169500
106,60,3,75,9375,1,1.6622,1,1,1,1,1,5,1,1,1,2,8,5,2003,2004,2,1,1,1,2,768,2,1,1,3,1,1,1,0,1,0,1053,1053,1,1,1,1,1053,939,0,1992,0,0,2,1,3,1,2,9,1,1,1,1,2003,2,2,648,1,1,1,140,45,0,0,0,0,1.0014,2.0524,1.1701,0,8,2008,1,1,250000
107,30,2,60,10800,1,1,1,1,1,1,1,3,1,1,1,1,4,7,1885,1995,5,1,1,1,1,0,1,1,3,4,1,1,1,0,1,0,641,641,1,3,1,1,1047,0,0,1047,0,0,1,0,2,1,1,6,1,0,2.4844,2,1954,1,1,273,2,2,2,0,0,0,0,0,0,1.0002,0.80569,1,450,8,2007,1,1,100000
108,20,2,50,6000,1,1.2113,1,1,1,1,1,3,1,1,1,1,5,5,1948,1950,1,1,1,1,1,0,1,1,2,1,1,1,3,104,4,169,516,789,1,1,1,1,789,0,0,789,0,0,1,0,2,1,1,5,1,0,-0.027144,2,1948,1,1,250,1,1,1,0,0,0,0,0,0,1.1082,2.6314,0.9302,0,4,2008,1,2,115000
109,50,2,85,8500,1,1.1154,1,1,1,2,1,16,3,1,1,3,5,7,1919,2005,1,1,6,6,1,0,1,1,2,1,1,1,1,0,1,0,793,793,2,2,2,3,997,520,0,1517,0,0,2,0,3,1,4,7,1,0,-0.18007,-0.20049,2004.9,0.30542,0,0,1.2026,1.1892,2,0,0,144,0,0,0,1.1523,1.4004,1.0381,0,8,2007,1,1,115000
110,20,1,105,11751,1,1.1052,2,1,1,1,1,9,1,1,1,1,6,6,1977,1977,2,1,5,5,2,480,1,1,2,2,1,1,4,705,1,0,1139,1844,1,1,1,1,1844,0,0,1844,0,0,2,0,3,1,1,7,1,1,2,1,1977,2,2,546,1,1,1,0,122,0,0,0,0,0.75914,1,0.85087,0,1,2010,3,1,190000
111,50,1,75,9525,1,1.3437,1,1,1,1,1,4,1,1,1,3,6,4,1954,1972,1,1,4,4,1,0,1,1,2,1,3,1,5,444,1,0,550,994,1,3,1,1,1216,639,0,1855,0,0,2,0,4,1,1,7,1,0,-0.0082975,1,1954,1,1,325,1,1,1,182,0,0,0,0,0,1.0381,0.49086,0.93405,0,10,2006,1,1,136900
112,80,1,59.995,7750,1,1.0742,2,1,1,1,1,6,1,1,1,4,7,5,2000,2000,1,1,1,1,1,0,1,1,1,2,1,1,2,250,1,0,134,384,1,1,1,1,774,656,0,1430,0,0,2,1,3,1,1,7,1,1,2,3,2000,3,2,400,1,1,1,180,0,0,0,0,0,0.96088,1.175,0.91587,0,4,2010,1,1,180000
113,60,1,77,9965,1,0.8028,1,1,1,1,1,2,1,1,1,2,7,5,2007,2007,1,1,1,1,3,220,2,1,1,3,1,2,2,984,1,0,280,1264,1,1,1,1,1282,1414,0,2696,1,0,2,1,4,1,3,10,1,1,1,3,2007,3,3,792,1,1,1,120,184,0,0,168,0,1.2737,1.1136,1.1912,0,10,2007,2,2,383970
114,20,1,59.999,21000,1,0.95798,1,2,1,2,1,12,1,1,1,1,6,5,1953,1953,2,1,4,4,2,184,1,2,2,2,1,4,3,35,2,869,905,1809,1,2,1,1,2259,0,0,2259,1,0,2,0,3,1,2,7,1,2,1,4,1953,1,2,450,1,1,1,166,120,192,0,0,0,0.98549,1,1.0799,0,10,2007,3,3,217000
115,70,1,61,7259,1,1.1046,2,1,1,1,2,12,1,1,1,2,6,8,1945,2002,4,1,4,4,1,0,1,1,2,1,1,1,3,774,3,150,104,1028,1,1,1,1,1436,884,0,2320,1,0,2,1,3,1,2,9,1,1,2,2,1945,1,1,180,1,1,1,224,0,0,0,0,0,0.95039,1,1.0317,0,7,2007,1,1,259500
116,160,3,34,3230,1,2,1,1,1,2,1,5,1,1,2,2,6,5,1999,1999,1,1,3,2,2,1129,1,1,1,2,1,1,2,419,1,0,310,729,1,3,1,1,729,729,0,1458,0,0,2,1,2,1,1,5,1,1,3,2,1999,1,2,440,1,1,1,0,32,0,0,0,0,1.0332,1.878,1.0342,0,6,2007,1,1,176000
117,20,1,60.006,11616,1,0.92248,1,1,1,1,1,8,1,1,1,1,5,5,1962,1962,1,1,4,4,2,116,1,1,2,1,1,1,6,170,4,670,252,1092,1,2,1,1,1092,0,0,1092,0,1,1,0,3,1,1,6,1,1,5,1,1962,1,1,288,1,1,1,0,20,144,0,0,0,1.2752,1.4546,1.1674,0,9,2009,1,1,139000
118,20,1,74,8536,1,1.1771,1,1,1,2,1,4,1,1,1,1,5,5,2006,2007,1,1,1,1,1,0,1,1,1,2,1,1,1,0,1,0,1125,1125,1,3,1,1,1125,0,0,1125,0,0,1,1,2,1,1,5,1,0,1.152,1,2007,1,2,430,1,1,1,80,64,0,0,0,0,1.0224,2.0461,0.98799,0,4,2007,2,2,155000
119,60,1,90,12376,1,0.90735,1,1,1,2,1,10,1,1,1,2,7,5,1990,1990,2,1,5,5,1,0,1,1,1,2,1,4,2,1470,1,0,203,1673,1,3,1,1,1699,1523,0,3222,1,0,3,0,5,1,2,11,1,2,2,1,1990,1,3,594,1,1,1,367,0,0,0,0,0,1.1176,1.0172,1.0126,0,5,2010,1,1,320000
120,60,1,65,8461,1,1.005,1,1,1,1,1,2,1,1,1,2,6,5,2005,2006,1,1,1,1,1,0,2,1,1,2,1,1,1,0,1,0,728,728,1,1,1,1,728,728,0,1456,0,0,2,1,3,1,2,8,1,1,1,1,2005,3,2,390,1,1,1,0,24,0,0,0,0,1.0092,2.5683,1.1881,0,7,2006,2,2,163990
121,80,1,60.131,21453,1,1.1704,2,4,1,3,3,17,1,1,1,4,6,5,1969,1969,3,6,5,5,1,0,1,1,2,1,1,3,3,938,1,0,0,938,1,1,1,1,988,0,0,988,1,0,1,0,1,1,1,4,1,2,2,1,1969,1,2,540,1,1,1,0,130,0,130,0,0,0.52554,1.5598,0.95118,0,10,2006,1,1,180000
122,50,2,50,6060,1,1.2772,1,1,1,1,1,16,1,1,1,3,4,5,1939,1950,1,1,10,10,1,0,1,1,1,1,1,1,1,0,1,0,732,732,1,3,1,1,772,351,0,1123,0,0,1,0,3,1,1,4,1,0,0.73501,2,1979,1,1,264,1,1,3,0,0,140,0,0,0,1.0165,1,0.84964,0,6,2007,1,1,100000
123,20,1,75,9464,1,1.1452,1,1,1,2,1,1,1,1,1,1,6,7,1958,1958,2,1,3,2,2,135,1,2,2,1,1,1,4,570,1,0,510,1080,1,3,1,1,1080,0,0,1080,0,0,1,0,3,1,1,5,1,0,0.06814,1,1958,1,1,288,1,1,1,0,0,0,0,130,0,1.1004,1.4909,0.99526,0,6,2008,1,1,136000
124,120,1,55,7892,1,1.3859,1,1,1,1,1,10,1,1,2,1,6,5,1993,1993,1,1,5,5,1,0,2,1,1,2,1,1,2,300,1,0,899,1199,1,1,1,1,1199,0,0,1199,0,0,2,0,2,1,2,5,1,0,-0.014712,1,1993,2,2,530,1,1,1,0,63,0,0,0,0,0.90922,0.93599,0.97854,0,3,2008,1,1,153900
125,20,1,48,17043,1,1.2092,2,1,1,3,1,9,1,1,1,1,6,5,1979,1998,1,1,2,3,1,0,1,2,2,2,3,1,1,0,1,0,1362,1362,1,2,1,1,1586,0,0,1586,0,0,2,0,3,1,1,7,1,1,2,1,1979,1,2,435,1,1,1,192,0,0,0,0,0,0.99858,0.16983,0.90665,0,1,2009,1,1,181000
126,190,2,60,6780,1,1.1367,1,1,1,1,1,16,1,1,5,3,6,8,1935,1982,1,1,4,4,1,0,1,3,2,1,1,2,2,490,1,0,30,520,1,3,2,1,520,0,234,754,1,0,1,0,2,1,1,5,1,0,1.3288,0.50054,2005.1,-0.3372,0,0,1.2232,1.0341,2,53,0,0,0,0,0,0.95242,1.3865,1.1403,0,6,2006,1,1,84500
127,120,1,59.99,4928,1,1.1484,2,1,1,1,1,24,1,1,2,1,6,5,1976,1976,1,1,5,5,1,0,1,1,2,2,1,1,3,120,1,0,958,1078,1,2,1,1,958,0,0,958,0,0,2,0,2,1,1,5,1,1,2,1,1977,2,2,440,1,1,1,0,205,0,0,0,0,0.84111,0.57511,0.91433,0,2,2007,1,1,128000
128,45,2,55,4388,1,1.2484,2,2,1,1,1,3,2,1,1,6,5,7,1930,1950,1,1,8,4,1,0,1,2,3,1,1,1,6,116,1,0,556,672,1,1,1,1,840,0,0,840,0,0,1,0,3,1,1,5,1,1,2,0.96476,2005,1.1164,0,0,1.1535,1.0903,2,0,0,0,0,0,0,0.58024,0.27163,0.79918,0,6,2007,1,1,87000
129,60,1,69,7590,1,0.94384,1,1,1,1,1,1,5,1,1,2,6,5,1966,1966,1,1,1,1,2,266,1,1,2,1,1,1,4,512,1,0,148,660,1,2,1,1,660,688,0,1348,0,0,1,1,3,1,1,6,1,1,3,1,1966,2,2,453,1,1,1,188,108,0,0,0,0,1.0806,2.2305,1.0374,0,7,2006,1,1,155000
130,20,1,69,8973,1,0.70087,1,1,1,1,1,1,1,1,1,1,5,7,1958,1991,1,1,5,5,2,85,1,1,2,1,1,1,5,567,4,28,413,1008,1,2,1,2,1053,0,0,1053,0,1,1,1,3,1,3,6,1,0,0.27084,6,1998,2,2,750,1,1,1,0,80,0,180,0,0,1.002,4,0.88759,0,7,2006,1,3,150000
131,60,1,88,14200,1,1.0315,1,1,1,2,1,1,1,1,1,2,7,6,1966,1966,1,1,3,2,2,309,1,1,2,1,1,1,5,445,1,0,479,924,1,1,1,1,1216,941,0,2157,0,0,2,1,4,1,2,8,1,2,1,1,1966,3,2,487,1,1,1,105,66,0,0,0,0,0.93506,2,0.8975,0,5,2006,1,1,226000
132,60,1,59.982,12224,1,0.97575,2,1,1,2,1,6,1,1,1,2,6,5,2000,2000,1,1,1,1,2,40,2,1,1,2,1,1,2,695,1,0,297,992,1,1,1,1,1022,1032,0,2054,1,0,2,1,3,1,2,7,1,1,2,3,2000,2,2,390,1,1,1,24,48,0,0,0,0,1.1285,0.783,0.98357,0,7,2009,1,1,244000
133,20,1,75,7388,1,1.1623,1,1,1,2,1,1,1,1,1,1,5,6,1959,2002,1,1,3,2,1,0,1,1,2,1,1,1,5,405,1,0,658,1063,1,3,1,1,1327,0,0,1327,1,0,1,0,3,1,2,7,1,0,-0.1785,2,1974,1,2,624,1,1,1,0,0,0,0,0,0,1.1234,2.6908,1.0352,0,7,2007,1,1,150750
134,20,1,59.999,6853,1,1.0878,2,1,1,1,1,15,1,1,1,1,8,5,2001,2002,1,1,1,1,2,136,2,1,1,3,1,1,2,1005,1,0,262,1267,1,1,1,1,1296,0,0,1296,1,0,2,0,2,1,2,6,1,0,-0.67345,1,2001,3,2,471,1,1,1,192,25,0,0,0,0,1.1402,0.2268,0.92715,0,6,2009,1,1,220000
135,20,1,78,10335,1,1.2339,2,1,1,1,1,8,1,1,1,1,5,6,1968,1993,1,1,5,5,1,0,1,1,2,1,1,1,5,570,1,0,891,1461,1,3,1,1,1721,0,0,1721,0,0,2,1,3,1,1,7,3,1,2,1,1968,2,2,440,1,1,1,0,96,180,0,0,0,0.89718,1,0.93218,0,7,2006,1,1,180000
136,20,1,80,10400,1,1.1136,1,1,1,1,1,9,1,1,1,1,7,6,1970,1970,2,1,5,5,2,288,1,1,1,1,1,1,1,0,1,0,1304,1304,1,3,1,1,1682,0,0,1682,0,0,2,0,3,1,1,7,1,1,1,1,1970,1,2,530,1,1,1,98,0,0,0,0,0,1.0537,1,0.92763,0,5,2008,1,1,174000
137,20,1,60.001,10355,1,1.0174,2,1,1,2,1,1,1,1,1,1,5,5,1967,1967,1,1,3,2,2,196,1,1,2,1,1,1,4,695,1,0,519,1214,1,2,1,1,1214,0,0,1214,0,0,2,0,3,1,1,5,1,1,3,1,1967,2,1,318,1,1,1,0,111,0,0,0,0,0.92575,0.60159,0.83977,0,7,2007,1,1,143000
138,90,1,82,11070,1,1.1726,1,1,1,1,1,13,1,1,3,1,7,5,1988,1989,1,1,1,1,2,70,1,1,2,1,1,1,1,0,1,0,1907,1907,1,3,1,1,1959,0,0,1959,0,0,3,0,5,2,1,9,1,0,0.16803,6,1989,1,3,766,1,1,1,0,0,0,0,0,0,0.97654,0.11163,0.92032,0,7,2006,1,4,171000
139,60,1,73,9066,1,0.86111,2,1,1,1,1,2,1,1,1,2,8,5,1999,2000,1,1,1,1,2,320,2,1,1,2,1,4,2,668,1,0,336,1004,1,1,1,1,1004,848,0,1852,0,0,2,1,3,1,2,7,1,2,2,1,1999,3,3,660,1,1,1,224,106,0,0,0,0,0.92014,2,0.90824,0,12,2008,1,1,230000
140,60,1,65,15426,1,1.0438,2,1,1,1,1,2,1,1,1,2,6,5,1997,1997,1,1,1,1,1,0,1,1,1,2,1,1,2,821,1,0,107,928,1,1,1,1,928,836,0,1764,1,0,2,1,3,1,2,7,1,0,0.13058,1,1997,2,2,470,1,1,1,276,99,0,0,0,0,0.95188,1,0.99936,0,8,2009,1,1,231500
141,20,1,70,10500,1,0.89415,1,1,1,4,1,1,1,1,1,1,4,5,1971,1971,1,1,2,3,1,0,1,1,2,1,1,1,3,432,1,0,432,864,1,2,1,1,864,0,0,864,0,0,1,0,3,1,1,5,1,1,5,0.07604,2005,-1.2147,0,0,0.75537,0.80645,1,0,0,0,0,0,0,1.0455,1.3657,0.97372,0,4,2010,6,1,115000
142,20,1,78,11645,1,1.3182,1,1,1,1,1,2,1,1,1,1,7,5,2005,2005,1,1,1,1,1,0,2,1,1,2,1,2,2,1300,1,0,434,1734,1,1,1,1,1734,0,0,1734,1,0,2,0,3,1,2,7,1,0,-0.34014,1,2005,3,2,660,1,1,1,160,24,0,0,0,0,1.0515,1.0084,0.89692,0,1,2006,1,1,260000
